pokemonid,name,Pokedex,sprite,type1id,type2id,speciesid,height,weight,abilities1id,abilities2id,abilities3id,evYield,catchRate,baseFriendship,baseExp,growthRate,eggGroups1id,eggGroups2id,gender,eggCycles,hpBase,hpMin,hpMax,attackBase,attackMin,attackMax,defenseBase,defenseMin,defenseMax,specialAttackBase,specialAttackMin,specialAttackMax,specialDefenseBase,specialDefenseMin,specialDefenseMax,speedBase,speedMin,speedMax,spriteImage
610,Magmortar,467,https://drive.google.com/file/d/1op59qfLHbJL5xluENxZ51Ufk2wewCzrI/view?usp=drivesdk,7,,414,1.6 m (5′03″),68.0 kg (149.9 lbs),95,425,,3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",50 (normal),243,Medium Fast,10,,"75% male, 25% female","25 (6,169–6,425 steps)",75,260,354,95,175,317,67,125,256,125,229,383,95,175,317,83,153,291,
611,Magnemite,81,https://drive.google.com/file/d/1kjBaLwbKx5zRYwLwHqGmTwW1GH0v6Qbz/view?usp=drivesdk,4,17,415,0.3 m (1′00″),6.0 kg (13.2 lbs),197,369,8,1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),65,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",25,160,254,35,67,185,70,130,262,95,175,317,55,103,229,45,85,207,
612,Magneton,82,https://drive.google.com/file/d/1D7i5VaIcIW1Z1Ep8fCsS5sDhX1ce6rzD/view?usp=drivesdk,4,17,415,1.0 m (3′03″),60.0 kg (132.3 lbs),197,369,8,2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",50,210,304,60,112,240,95,175,317,120,220,372,70,130,262,70,130,262,
613,Magnezone,462,https://drive.google.com/file/d/1SBNX_OWfQe1rKcS5NbTK4VzcEFL_28fl/view?usp=drivesdk,4,17,416,1.2 m (3′11″),180.0 kg (396.8 lbs),197,369,8,3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",50 (normal),268,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",70,250,344,70,130,262,115,211,361,130,238,394,90,166,306,60,112,240,
614,Makuhita,296,https://drive.google.com/file/d/1MS8mreCjJwQcdt4YboBo1LowM6dXjp8R/view?usp=drivesdk,6,,417,1.0 m (3′03″),86.4 kg (190.5 lbs),399,127,322,1 HP,"180 (23.5% with PokéBall, full HP)",50 (normal),47,Fluctuating,10,,"75% male, 25% female","20 (4,884–5,140 steps)",72,254,348,60,112,240,30,58,174,20,40,152,30,58,174,25,49,163,
615,Malamar,687,https://drive.google.com/file/d/1EInpJiKvwNg_lVxijXRm2UxmovhToC3r/view?usp=drivesdk,2,15,418,1.5 m (4′11″),47.0 kg (103.6 lbs),50,371,158,2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),169,Medium Fast,14,15,"50% male, 50% female","20 (4,884–5,140 steps)",86,282,376,92,170,311,88,162,302,68,126,258,75,139,273,73,135,269,
616,Mamoswine,473,https://drive.google.com/file/d/1FByiGFoApV1rYUEkrlDEJ8rd_qRJzYkV/view?usp=drivesdk,12,11,419,2.5 m (8′02″),291.0 kg (641.5 lbs),227,337,400,3 Attack,"50 (6.5% with PokéBall, full HP)",50 (normal),239,Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",110,330,424,130,238,394,80,148,284,70,130,262,60,112,240,80,148,284,
617,Manaphy,490,https://drive.google.com/file/d/1VUSoa5IpdETid8astKJ03RnEF5Tvi8Wa/view?usp=drivesdk,18,,420,0.3 m (1′00″),1.4 kg (3.1 lbs),145,,,3 HP,"3 (0.4% with PokéBall, full HP)",50 (normal),270,Slow,6,14,Genderless,"10 (2,314–2,570 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,
618,Mandibuzz,630,https://drive.google.com/file/d/15g7gcK0MRUXf-fVINpVS4JpFF7St-Yhr/view?usp=drivesdk,2,8,421,1.2 m (3′11″),39.5 kg (87.1 lbs),29,231,436,2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),179,Slow,8,,"0% male, 100% female","20 (4,884–5,140 steps)",110,330,424,65,121,251,105,193,339,55,103,229,95,175,317,80,148,284,
619,Manectric,310,https://drive.google.com/file/d/1uZcBGoYbgM8qQerx1FEx0pKclPU55tfG/view?usp=drivesdk,4,,422,1.5 m (4′11″),40.2 kg (88.6 lbs),355,182,205,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,75,139,273,60,112,240,105,193,339,60,112,240,105,193,339,
620,Mega Manectric,310,https://drive.google.com/file/d/1zVsJVpwcmEKNtvU0RaXNYsnJInGiycyN/view?usp=drivesdk,4,,422,1.8 m (5′11″),44.0 kg (97.0 lbs),164,,,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),201,Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,75,139,273,80,148,284,135,247,405,80,148,284,135,247,405,
621,Mankey,56,https://drive.google.com/file/d/164zXIrfuUJbrO6JICJL1waiOo6s-yUzB/view?usp=drivesdk,6,,423,0.5 m (1′08″),28.0 kg (61.7 lbs),424,9,71,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,80,148,284,35,67,185,35,67,185,45,85,207,70,130,262,
622,Mantine,226,https://drive.google.com/file/d/1vy_R4XA89lvAoWZtaaoeACi--5RhZ58Z/view?usp=drivesdk,18,8,424,2.1 m (6′11″),220.0 kg (485.0 lbs),381,429,434,2 Sp. Def,"25 (3.3% with PokéBall, full HP)",50 (normal),170,Slow,14,,"50% male, 50% female","25 (6,169–6,425 steps)",85,280,374,40,76,196,70,130,262,80,148,284,140,256,416,70,130,262,
623,Mantyke,458,https://drive.google.com/file/d/1Ya1U5mIJrCQ6M1Dx80893DCeRvz9jr_E/view?usp=drivesdk,18,8,424,1.0 m (3′03″),65.0 kg (143.3 lbs),381,429,434,1 Sp. Def,"25 (3.3% with PokéBall, full HP)",50 (normal),69,Slow,13,,"50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,20,40,152,50,94,218,60,112,240,120,220,372,50,94,218,
624,Maractus,556,https://drive.google.com/file/d/1yvr5jHFkj8NAgZhAGTHhThOw9ysJllOA/view?usp=drivesdk,10,,93,1.0 m (3′03″),28.0 kg (61.7 lbs),429,37,367,2 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,86,159,298,67,125,256,106,195,342,67,125,256,60,112,240,
625,Mareanie,747,https://drive.google.com/file/d/1mrMlQRWc9DUTsfzh3bXbBMyJ4BQvXqd2/view?usp=drivesdk,14,18,425,0.4 m (1′04″),8.0 kg (17.6 lbs),201,184,285,1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,14,,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,53,99,225,62,116,245,43,81,203,52,98,223,45,85,207,
626,Mareep,179,https://drive.google.com/file/d/1d9rTmZLrlHIsQqAZGO9cNG9C5fraw_wU/view?usp=drivesdk,4,,250,0.6 m (2′00″),7.8 kg (17.2 lbs),355,247,,1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),56,Medium Slow,7,12,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,40,76,196,40,76,196,65,121,251,45,85,207,35,67,185,
627,Marill,183,https://drive.google.com/file/d/1j_DQF4ujXRx2sG52Z87BgybyXYoICOfA/view?usp=drivesdk,18,5,426,0.4 m (1′04″),8.5 kg (18.7 lbs),399,140,306,2 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),88,Fast,6,14,"50% male, 50% female","10 (2,314–2,570 steps)",70,250,344,20,40,152,50,94,218,20,40,152,50,94,218,40,76,196,
628,Marowak,105,https://drive.google.com/file/d/1uIqPqsmofiLEUNo-LQUJxwOFivcDQyqL/view?usp=drivesdk,11,,427,1.0 m (3′03″),45.0 kg (99.2 lbs),290,182,24,2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,12,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,110,202,350,50,94,218,80,148,284,45,85,207,
629,Alolan Marowak,105,https://drive.google.com/file/d/11dte84J3IBjOHctcgFucEtuxj37sTSZy/view?usp=drivesdk,7,9,427,1.0 m (3′03″),34.0 kg (75.0 lbs),59,182,291,2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),149,Medium Fast,12,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,110,202,350,50,94,218,80,148,284,45,85,207,
630,Marshadow,802,https://drive.google.com/file/d/1G4oRI-WW-9hFuRWjfDuce5B4HXlzM4Qu/view?usp=drivesdk,6,9,428,0.7 m (2′04″),22.2 kg (48.9 lbs),390,,,"2 Attack, 1 Speed","3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,13,,Genderless,"120 (30,584–30,840 steps)",90,290,384,125,229,383,80,148,284,90,166,306,90,166,306,125,229,383,
631,Marshtomp,259,https://drive.google.com/file/d/1nEdQBWZeZ-tYhq5NVQFpHirgZQSLmo1u/view?usp=drivesdk,18,11,429,0.7 m (2′04″),28.0 kg (61.7 lbs),403,64,,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,70,130,262,60,112,240,70,130,262,50,94,218,
632,Maschiff,942,https://drive.google.com/file/d/1TQN795YVTw-lTmkzNryKJRZZQ6tQaGV-/view?usp=drivesdk,2,,430,0.5 m (1′08″),16.0 kg (35.3 lbs),164,295,350,1 Attack,"150 (19.6% with PokéBall, full HP)",50 (normal),68,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,78,144,280,60,112,240,40,76,196,51,96,221,51,96,221,
633,Masquerain,284,https://drive.google.com/file/d/1Wz8L2v-VpDDkYTHLzg5KXvFlvIvSZ0gt/view?usp=drivesdk,1,8,431,0.8 m (2′07″),3.6 kg (7.9 lbs),164,420,,"1 Sp. Atk, 1 Sp. Def","75 (9.8% with PokéBall, full HP)",50 (normal),159,Medium Fast,3,14,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,60,112,240,62,116,245,100,184,328,82,152,289,80,148,284,
634,Maushold Family of Four,925,https://drive.google.com/file/d/1_3P6ZmoLN9mOEWBCClBDanLUMeEKlQPg/view?usp=drivesdk,13,,432,0.3 m (1′00″),2.8 kg (6.2 lbs),106,35,391,2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,6,7,Genderless,"10 (2,314–2,570 steps)",74,258,352,75,139,273,70,130,262,65,121,251,75,139,273,111,204,353,
635,Maushold Family of Three,925,#N/A,13,,432,0.3 m (1′00″),2.3 kg (5.1 lbs),106,35,391,2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,6,7,Genderless,"10 (2,314–2,570 steps)",74,258,352,75,139,273,70,130,262,65,121,251,75,139,273,111,204,353,
636,Mawile,303,https://drive.google.com/file/d/14njFUoq3zdx3usZllctSG6kes15YcGH0/view?usp=drivesdk,17,5,433,0.6 m (2′00″),11.5 kg (25.4 lbs),147,164,322,"1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),133,Fast,6,7,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,85,157,295,55,103,229,55,103,229,50,94,218,
637,Mega Mawile,303,https://drive.google.com/file/d/1dYAe_cLwVzQAG7cxQb6KgMQ-8tXIYPVZ/view?usp=drivesdk,17,5,433,1.0 m (3′03″),23.5 kg (51.8 lbs),140,,,"1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),168,Fast,6,7,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,105,193,339,125,229,383,55,103,229,95,175,317,50,94,218,
638,Medicham,308,https://drive.google.com/file/d/1hLuapCuvq4JxBFwj_cJrkfj-VOB9QLl3/view?usp=drivesdk,6,15,434,1.3 m (4′03″),31.5 kg (69.4 lbs),269,393,,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),144,Medium Fast,10,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,80,148,284,
639,Mega Medicham,308,https://drive.google.com/file/d/1r10qg0UGwu5Rv_-490snZUvMKxpAdyLD/view?usp=drivesdk,6,15,434,1.3 m (4′03″),31.5 kg (69.4 lbs),269,,,2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),179,Medium Fast,10,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,100,184,328,85,157,295,80,148,284,85,157,295,100,184,328,
640,Meditite,307,https://drive.google.com/file/d/1N2uN5ZS8rWtYczpF-v2dcQw9sNfuqg6d/view?usp=drivesdk,6,15,434,0.6 m (2′00″),11.2 kg (24.7 lbs),269,393,,1 Speed,"180 (23.5% with PokéBall, full HP)",50 (normal),56,Medium Fast,10,,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,40,76,196,55,103,229,40,76,196,55,103,229,60,112,240,
641,Meganium,154,https://drive.google.com/file/d/1-k3--WLsuALVR7hli0ZMSyW4I_KdCZXY/view?usp=drivesdk,10,,435,1.8 m (5′11″),100.5 kg (221.6 lbs),233,177,,"1 Defense, 2 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,9,12,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,82,152,289,100,184,328,83,153,291,100,184,328,80,148,284,
642,Melmetal,809,https://drive.google.com/file/d/1XmKNKkrmURnUzM-_gxE0QQ2MBLTEbU2p/view?usp=drivesdk,17,,436,2.5 m (8′02″),800.0 kg (1763.7 lbs),168,,,3 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,13,,Genderless,"120 (30,584–30,840 steps)",135,380,474,143,261,423,143,261,423,80,148,284,65,121,251,34,65,183,
643,Meloetta Aria Forme,648,https://drive.google.com/file/d/1bEQPlrmy3hv_2vJImJ4C7CMcOVRfZi2r/view?usp=drivesdk,13,15,437,0.6 m (2′00″),6.5 kg (14.3 lbs),312,,,"1 Sp. Atk, 1 Sp. Def, 1 Speed","3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,77,143,278,77,143,278,128,234,390,128,234,390,90,166,306,
644,Meloetta Pirouette Forme,648,https://drive.google.com/file/d/1WErix7f3JhL1Ptu8VaESPDqGewFD-uEW/view?usp=drivesdk,13,6,437,0.6 m (2′00″),6.5 kg (14.3 lbs),312,,,"1 Attack, 1 Defense, 1 Speed","3 (0.4% with PokéBall, full HP)",100 (higher than normal),300,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,128,234,390,90,166,306,77,143,278,77,143,278,128,234,390,
645,Meltan,808,https://drive.google.com/file/d/1YlhCj-vwQieoswCoK8_VJ-h1Ecyob7iH/view?usp=drivesdk,17,,436,0.2 m (0′08″),8.0 kg (17.6 lbs),197,,,1 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),150,Slow,13,,Genderless,"120 (30,584–30,840 steps)",46,202,296,65,121,251,65,121,251,55,103,229,35,67,185,34,65,183,
646,Meowscarada,908,https://drive.google.com/file/d/1Erano_3-20sYYNV5uLkKBjPzPj1cIi8T/view?usp=drivesdk,10,2,438,1.5 m (4′11″),31.2 kg (68.8 lbs),233,264,,3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,7,9,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",76,262,356,110,202,350,70,130,262,81,150,287,70,130,262,123,225,379,
647,Meowstic Male,678,https://drive.google.com/file/d/1bSSBuxej_Xbt48NR-Q4pM0VH_pDL7b74/view?usp=drivesdk,15,,439,0.6 m (2′00″),8.5 kg (18.7 lbs),172,157,258,2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,7,,"100% male, 0% female","20 (4,884–5,140 steps)",74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,
648,Meowstic Female,678,https://drive.google.com/file/d/1pd1sGHjK61v7iA8yTy49SSzBYzP1HDZ3/view?usp=drivesdk,15,,439,0.6 m (2′00″),8.5 kg (18.7 lbs),172,157,47,2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,7,,"0% male, 100% female","20 (4,884–5,140 steps)",74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,
649,Meowth,52,https://drive.google.com/file/d/1t8jJQPbyrUOKnj-J9D-Rc43wcCbFo0Ml/view?usp=drivesdk,13,,440,0.4 m (1′04″),4.2 kg (9.3 lbs),242,390,420,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,35,67,185,40,76,196,40,76,196,90,166,306,
650,Alolan Meowth,52,https://drive.google.com/file/d/1VYLUZV-jf7tURKow-ISYv-volEZT2oty/view?usp=drivesdk,2,,440,0.4 m (1′04″),4.2 kg (9.3 lbs),242,390,279,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,35,67,185,35,67,185,50,94,218,40,76,196,90,166,306,
651,Galarian Meowth,52,https://drive.google.com/file/d/1gBZYKtTmtGtmAQO8XD0q06xkQFCQZkbS/view?usp=drivesdk,17,,440,0.4 m (1′04″),7.5 kg (16.5 lbs),242,405,420,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,55,103,229,40,76,196,40,76,196,40,76,196,
652,Mesprit,481,https://drive.google.com/file/d/1vL9-8vZwKvAbBhmHeu69W5s9ijhdTqr0/view?usp=drivesdk,15,,349,0.3 m (1′00″),0.3 kg (0.7 lbs),178,,,"1 Attack, 1 Sp. Atk, 1 Sp. Def","3 (0.4% with PokéBall, full HP)",140 (higher than normal),290,Slow,13,,Genderless,"80 (20,304–20,560 steps)",80,270,364,105,193,339,105,193,339,105,193,339,105,193,339,80,148,284,
653,Metagross,376,https://drive.google.com/file/d/1cipbibOdKsJUBu05uClMzfvn1brmHqd1/view?usp=drivesdk,17,15,441,1.6 m (5′03″),550.0 kg (1212.5 lbs),39,181,,3 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),270,Slow,11,,Genderless,"40 (10,024–10,280 steps)",80,270,364,135,247,405,130,238,394,95,175,317,90,166,306,70,130,262,
654,Mega Metagross,376,https://drive.google.com/file/d/1yUh0IpVWPXl_48j4q4r4FmiXfg4YBwYW/view?usp=drivesdk,17,15,441,2.5 m (8′02″),942.9 kg (2078.7 lbs),405,,,3 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),315,Slow,11,,Genderless,"40 (10,024–10,280 steps)",80,270,364,145,265,427,150,274,438,105,193,339,110,202,350,110,202,350,
655,Metang,375,https://drive.google.com/file/d/1Z-ZgddowMzqe2QK14dJGR3MjLplnnx4D/view?usp=drivesdk,17,15,442,1.2 m (3′11″),202.5 kg (446.4 lbs),39,181,,2 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),147,Slow,11,,Genderless,"40 (10,024–10,280 steps)",60,230,324,75,139,273,100,184,328,55,103,229,80,148,284,50,94,218,
656,Metapod,11,https://drive.google.com/file/d/1DBG1rji6p9Lz7zqeKQSDRlRT3bxYhtT6/view?usp=drivesdk,1,,104,0.7 m (2′04″),9.9 kg (21.8 lbs),319,,,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),72,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,20,40,152,55,103,229,25,49,163,25,49,163,30,58,174,
657,Mew,151,https://drive.google.com/file/d/1hT0aWvRvwg0bhZ55AeMj9kiwjHeiIGHj/view?usp=drivesdk,15,,443,0.4 m (1′04″),4.0 kg (8.8 lbs),385,,,3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),300,Medium Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,
658,Mewtwo,150,https://drive.google.com/file/d/1t2vZJj8yRZiMAFQANPlyLzT96-5hZYNf/view?usp=drivesdk,15,,444,2.0 m (6′07″),122.0 kg (269.0 lbs),259,420,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,13,,Genderless,"120 (30,584–30,840 steps)",106,322,416,110,202,350,90,166,306,154,281,447,90,166,306,130,238,394,
659,Mega Mewtwo X,150,https://drive.google.com/file/d/1pst2gtoCD7uQr7Ke6IV3h5wr0fQ7aYqQ/view?usp=drivesdk,15,6,444,2.3 m (7′07″),127.0 kg (280.0 lbs),357,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,13,,Genderless,"120 (30,584–30,840 steps)",106,322,416,190,346,526,100,184,328,154,281,447,100,184,328,130,238,394,
660,Mega Mewtwo Y,150,https://drive.google.com/file/d/1FTzGBIJZi2HQsh6_797XlwbMLo8Ff7Lh/view?usp=drivesdk,15,,444,1.5 m (4′11″),33.0 kg (72.8 lbs),162,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,13,,Genderless,"120 (30,584–30,840 steps)",106,322,416,150,274,438,70,130,262,194,353,535,120,220,372,140,256,416,
661,Mienfoo,619,https://drive.google.com/file/d/1OG6x4yobbqDhq-qgMVOLZBeozrQXBw16/view?usp=drivesdk,6,,445,0.9 m (2′11″),20.0 kg (44.1 lbs),160,284,282,1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),70,Medium Slow,7,10,"50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,85,157,295,50,94,218,55,103,229,50,94,218,65,121,251,
662,Mienshao,620,https://drive.google.com/file/d/1cFQEMndqOvqVow-l18tdx_5JRLrXvNKU/view?usp=drivesdk,6,,445,1.4 m (4′07″),35.5 kg (78.3 lbs),160,284,282,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,7,10,"50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,125,229,383,60,112,240,95,175,317,60,112,240,105,193,339,
663,Mightyena,262,https://drive.google.com/file/d/199ClGfmd7sPgn9fU6sGtEett0B-3uVcA/view?usp=drivesdk,2,,199,1.0 m (3′03″),37.0 kg (81.6 lbs),164,274,215,2 Attack,"127 (16.6% with PokéBall, full HP)",50 (normal),147,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,90,166,306,70,130,262,60,112,240,60,112,240,70,130,262,
664,Milcery,868,https://drive.google.com/file/d/1rc5LUFpc9PzDpPdIys2TUOmY7TB7pEPZ/view?usp=drivesdk,5,,9,0.2 m (0′08″),0.3 kg (0.7 lbs),379,17,,1 Sp. Def,"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,2,6,"0% male, 100% female","20 (4,884–5,140 steps)",45,200,294,40,76,196,40,76,196,50,94,218,61,114,243,34,65,183,
665,Milotic,350,https://drive.google.com/file/d/1JxgCZiX-M9pMgpGVrngWP9h8znci5PX_/view?usp=drivesdk,18,,446,6.2 m (20′04″),162.0 kg (357.1 lbs),198,46,62,2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),189,Erratic,5,14,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,60,112,240,79,146,282,100,184,328,125,229,383,81,150,287,
666,Miltank,241,https://drive.google.com/file/d/17e6NTqBTfQ9NUnStVU_4r8is9RSnbHeB/view?usp=drivesdk,13,,447,1.2 m (3′11″),75.5 kg (166.4 lbs),399,308,306,2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,7,,"0% male, 100% female","20 (4,884–5,140 steps)",95,300,394,80,148,284,105,193,339,40,76,196,70,130,262,100,184,328,
667,Mime Jr.,439,https://drive.google.com/file/d/1zb_zOm7rBdWx-aX7C-HJ6K19_9gKuZIe/view?usp=drivesdk,15,5,448,0.6 m (2′00″),13.0 kg (28.7 lbs),345,93,391,1 Sp. Def,"145 (19.0% with PokéBall, full HP)",50 (normal),62,Medium Fast,13,,"50% male, 50% female","25 (6,169–6,425 steps)",20,150,244,25,49,163,45,85,207,70,130,262,90,166,306,60,112,240,
668,Mimikyu,778,https://drive.google.com/file/d/1H9TvEl_aG8RDeT_ITm-udglrx1Dj0ZnD/view?usp=drivesdk,9,5,449,0.2 m (0′08″),0.7 kg (1.5 lbs),74,,,2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,2,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,90,166,306,80,148,284,50,94,218,105,193,339,96,177,320,
669,Minccino,572,https://drive.google.com/file/d/1UzaDATfcOLBSch4xVSrJjWwol_L0UhDO/view?usp=drivesdk,13,,450,0.4 m (1′04″),5.8 kg (12.8 lbs),61,390,330,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Fast,7,,"25% male, 75% female","15 (3,599–3,855 steps)",55,220,314,50,94,218,40,76,196,40,76,196,40,76,196,75,139,273,
670,Minior Meteor Form,774,https://drive.google.com/file/d/18TVOdWQwZmp74BqLN20tVjmG7GY3BuY4/view?usp=drivesdk,16,8,451,0.3 m (1′00″),40.0 kg (88.2 lbs),326,,,"1 Defense, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,11,,Genderless,"25 (6,169–6,425 steps)",60,230,324,60,112,240,100,184,328,60,112,240,100,184,328,60,112,240,
671,Minior Core Form,774,https://drive.google.com/file/d/1LvGOTYCGae-Cu4j82ZNg7g7FU-8Btlw7/view?usp=drivesdk,16,8,451,0.3 m (1′00″),0.3 kg (0.7 lbs),326,,,"1 Attack, 1 Sp. Atk","30 (3.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,11,,Genderless,"25 (6,169–6,425 steps)",60,230,324,100,184,328,60,112,240,100,184,328,60,112,240,120,220,372,
672,Minun,312,https://drive.google.com/file/d/191BIlEXIQ0SP6FuZISksXLW7s2dpERc_/view?usp=drivesdk,4,,452,0.4 m (1′04″),4.2 kg (9.3 lbs),204,427,,1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),142,Medium Fast,6,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,40,76,196,50,94,218,75,139,273,85,157,295,95,175,317,
673,Miraidon,1008,https://drive.google.com/file/d/1yflvm-7lkqY9Gt9Ca27rb_6qVUcPtkWu/view?usp=drivesdk,4,3,84,3.5 m (11′06″),240.0 kg (529.1 lbs),129,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),335,Slow,13,,Genderless,"50 (12,594–12,850 steps)",100,310,404,85,157,295,100,184,328,135,247,405,115,211,361,135,247,405,
